NAME,BUY_PRICE,BUY_PRICE_INCLUDE_TAX,INITIAL_STOCK,REMAINING_QUANTITY,SERIAL_NO,EXPIRY_DATE
MYCOTA POWDER,Ksh240.00,Yes,3023,,,
MYOFLAX gel 20g,Ksh642.00,Yes,3024,,,
MYOLGIN,Ksh160.00,Yes,3025,,,
MYONAC MR,Ksh14.00,Yes,3026,,,
MYOSPAZ TABS,Ksh10.00,Yes,3027,,,
MYPAID CAPS 30'S,Ksh18.00,Yes,3028,,,
MYTEKA 10MG MONTELUKAST,Ksh7.00,Yes,3029,,,
MZ-CAL SUSP 200MLS,Ksh45.00,Yes,303,,,
NACET Gillet,Ksh300.00,Yes,3030,,,
NADIMIX CREAM 7.5 grams,Ksh5.00,Yes,3031,,,
nadoxin cream,Ksh140.00,Yes,3032,,,
NAIMA AHMED BAL B/F,Ksh20.00,Yes,3033,,,
NAPRIN 500mg,Ksh200.00,Yes,3034,,,
NASILIN NASAL DROPS 15mls,Ksh26.00,Yes,3036,,,
NASITHIOL 100mls,Ksh30.00,Yes,3037,,,
NASITHIOL 60mls,Ksh50.00,Yes,3039,,,
NASIVION PAEDS 0.025% 10MLS,Ksh30.00,Yes,304,,,
NASOFAN FLUTICASONE,Ksh110.00,Yes,3040,,,
NASOSAL DROPS,Ksh100.00,Yes,3041,,,
NAT B TABS,Ksh513.00,Yes,3042,,,
NAT C 1000mg,Ksh25.00,Yes,3043,,,
NATOA SUSP 30MLS,Ksh27.00,Yes,3044,,,
NATOA TABS 6'S,Ksh45.00,Yes,3045,,,
NATRILIX SR 1.5,Ksh32.00,Yes,3047,,,
NATRILIX*SR 1.5MG,Ksh26.00,Yes,3049,,,
NATRIXAM 1.5/5MG,Ksh20.00,Yes,305,,,
NAUMA BALM 20G,Ksh33.00,Yes,3050,,,
NAUMA BALM 20gms,Ksh55.00,Yes,3051,,,
NEBANOL 10G,Ksh50.00,Yes,3052,,,
NEBANOL 5GRAMS,Ksh47.00,Yes,3053,,,
NEBI 2.5MG,Ksh30.00,Yes,3054,,,
NEBI 5mg,Ksh16.00,Yes,3055,,,
NEBI AM,Ksh28.00,Yes,3056,,,
NEBI H,Ksh33.00,Yes,3057,,,
NEBILET 5MG,Ksh32.00,Yes,3058,,,
NEBILONG 5MG,Ksh50.00,Yes,3059,,,
NEBILONG AM,Ksh40.00,Yes,306,,,
NEBILONG H tabs,Ksh39.00,Yes,3060,,,
NEBIVOLOL NIBECARD 5MG,Ksh46.00,Yes,3061,,,
NEBULISATION,Ksh40.00,Yes,3062,,,
NEBULISATION,Ksh100.00,Yes,3063,,,
NEEDLES G21/22,Ksh50.00,Yes,3065,,,
negax,Ksh2.30,Yes,3067,,,
NEMOCID 3'S,Ksh30.00,Yes,3068,,,
NEOCIDOL DIAZINON 28ML,Ksh60.00,Yes,3069,,,
NEOCILOR SUSP 50ML,Ksh62.00,Yes,307,,,
NEOGADINE ELIXIR 100mls,Ksh130.00,Yes,3070,,,
NEOMEDROL ACNE LOTION 25MLS,Ksh250.00,Yes,3071,,,
NEOPEPTINE  DROPS 15MLS ,Ksh590.00,Yes,3072,,,
NEOPEPTINE Caps,Ksh230.00,Yes,3073,,,
NEORELAX A ACECLOFENAC/THIO 8MG,Ksh28.00,Yes,3074,,,
NERVICRA SOFTGELS,Ksh50.00,Yes,3075,,,
NERVIDOC CAPS,Ksh50.00,Yes,3076,,,
NERVIJEN P,Ksh42.00,Yes,3077,,,
NERVILLIN 75MG CAPS,Ksh50.00,Yes,3078,,,
NERVILLIN NT tabs,Ksh35.00,Yes,3079,,,
NERVIMED tabs,Ksh70.00,Yes,308,,,
NERVOPLEX Tabs,Ksh15.00,Yes,3080,,,
NETAZOX 100MG/5ML 30ML,Ksh20.00,Yes,3081,,,
NETAZOX 500mg 6's,Ksh287.00,Yes,3082,,,
NETAZOX DT 200mg 6's,Ksh320.00,Yes,3083,,,
NETAZOX OF tabs 10's,Ksh210.00,Yes,3084,,,
NEUGEN CAPS,Ksh600.00,Yes,3085,,,
NEUROB,Ksh6.00,Yes,3087,,,
NEUROBA 300 caps,Ksh3.50,Yes,3088,,,
NEUROCARE 25,Ksh18.00,Yes,3089,,,
NEUROCARE CAPS,Ksh15.00,Yes,3090,,,
NEUROCARE D caps,Ksh40.00,Yes,3091,,,
NEUROCARE PLUS caps,Ksh48.00,Yes,3092,,,
NEUROFORTE TABS,Ksh54.00,Yes,3093,,,
NEUROforte*,Ksh12.00,Yes,3094,,,
NEUROGAB 75MG,Ksh3.00,Yes,3095,,,
NEUROGAME TABS,Ksh21.00,Yes,3097,,,
NEURORUBINE FORTE,Ksh83.00,Yes,3098,,,
NEXIUM 20MG,Ksh22.00,Yes,3099,,,
NEXIUM 40MG,Ksh50.00,Yes,31,,,
NEXIUM SATCHET 10MG,Ksh60.00,Yes,310,,,
NFA V PESSARIES,Ksh100.00,Yes,3101,,,
NICE NIMESULIDE,Ksh360.00,Yes,3102,,,
NICOF 60mls,Ksh2.00,Yes,3103,,,
NICOF EXP 100mls,Ksh20.00,Yes,3104,,,
NIEDIPINE LOOSE,Ksh30.00,Yes,3105,,,
NIFEDIPIN 20mg,Ksh0.40,Yes,3106,,,
NILACID SUSP 100ML,Ksh1.00,Yes,3108,,,
NILACID SUSP 200ML,Ksh85.00,Yes,3109,,,
NILACID TUMS,Ksh205.00,Yes,311,,,
NILBACT CREAM 30G,Ksh2.50,Yes,3110,,,
NILHEAT GEL 30G,Ksh150.00,Yes,3111,,,
NILOL 20/50mg,Ksh120.00,Yes,3112,,,
NIMS DINAC 100MG,Ksh20.00,Yes,3113,,,
NIPPLE CREAM 30mls,Ksh3.00,Yes,3114,,,
NITAZOXANIDE NETAZOX 10MG/5ML 30ML,Ksh600.00,Yes,3115,,,
NITAZOXANIDE NETAZOX-500,Ksh270.00,Yes,3116,,,
NITROFURATOIN 100mg,Ksh27.00,Yes,3117,,,
NITROFURATOIN NIFURAN 100MG ,Ksh1.50,Yes,3119,,,
NIZORAL SHAMPOO 120Mls,Ksh1.00,Yes,312,,,
NOGLUC 5mg,Ksh932.00,Yes,3120,,,
NOPEN BALM 9ML,Ksh3.50,Yes,3121,,,
NORASH CREAM 20grams,Ksh18.00,Yes,3123,,,
NORFLEX TABS,Ksh217.00,Yes,3124,,,
NORFLEX TABS,Ksh5.00,Yes,3125,,,
NORFLOXACIN TAB -CARENORFCIN,Ksh20.00,Yes,3126,,,
NORFLOXACINE ASNOR,Ksh3.00,Yes,3127,,,
NORMAGINA caps,Ksh1.50,Yes,3128,,,
NORMAGINA Caps,Ksh30.00,Yes,3129,,,
NORMAL SALINE 500mls,Ksh30.00,Yes,313,,,
NORMAX 400MG,Ksh70.00,Yes,3130,,,
NORVASC 5mg,Ksh10.00,Yes,3131,,,
NOSALLA DROPS 15mls,Ksh50.00,Yes,3132,,,
NOSIC 10mg tabs,Ksh63.00,Yes,3133,,,
NOSPA 40MG DROTAVERINE,Ksh17.00,Yes,3134,,,
NOSPASUM,Ksh11.00,Yes,3135,,,
NOSPASUM BUSCOPAN 60MLS,Ksh6.20,Yes,3137,,,
NOVACLAV 625MG*,Ksh55.00,Yes,3138,,,
NOVASEPT oint 15mg,Ksh10.00,Yes,3139,,,
NOVOgermina bacillus 5mls,Ksh120.00,Yes,314,,,
NOVORIN 15mls,Ksh40.00,Yes,3141,,,
NOXICAM PLUS,Ksh90.00,Yes,3142,,,
NUCOXIA 90mg,Ksh21.00,Yes,3143,,,
NUDICLO 100MG,Ksh32.00,Yes,3144,,,
NUSAR-H 50/12.5MG,Ksh8.00,Yes,3145,,,
NUTRIVITA SUSP 100MLS,Ksh10.00,Yes,3146,,,
NUTRIVITA SUSP 200MLS,Ksh110.00,Yes,3147,,,
NYLON,Ksh190.00,Yes,3148,,,
NYSTATIN Oral drops 12mls,Ksh50.00,Yes,3149,,,
O2 ORNIDAZOLE OFLO TABS,Ksh35.00,Yes,315,,,
OB TAMPOONS 8's,Ksh18.00,Yes,3150,,,
OBREX EXPECTORANT 100ML,Ksh130.00,Yes,3151,,,
OCULAST 0.05% CENTAUR,Ksh80.00,Yes,3152,,,
OFLA OD 400mg Ext release,Ksh274.00,Yes,3153,,,
OFLODAZ 10'stabs,Ksh20.00,Yes,3154,,,
OFLODEX  5MLS,Ksh100.00,Yes,3155,,,
OILATUM SOAP 100 Grams,Ksh225.00,Yes,3156,,,
OJEN OZ,Ksh460.00,Yes,3157,,,
OLANZAPINE 10 OZITAS-10,Ksh240.00,Yes,3158,,,
OLFEN 50mg,Ksh10.00,Yes,316,,,
OLFEN 75 SR depocaps,Ksh40.00,Yes,3160,,,
OLFEN GEL 20Grams,Ksh37.00,Yes,3161,,,
OLFEN-100SR,Ksh510.00,Yes,3162,,,
OLIGOCARE TABS,Ksh68.00,Yes,3163,,,
OLIVE OIL 100 ML[IDEAL],Ksh50.00,Yes,3164,,,
OLIVE OIL 50mls,Ksh181.00,Yes,3165,,,
OLIVEOIL 25mls,Ksh115.00,Yes,3166,,,
OLOPAT 0.1% 5mls,Ksh70.00,Yes,3167,,,
OLOPAT 0.2% 3mls,Ksh336.00,Yes,3168,,,
OMASTIN 35mls FLUCONAZOLE,Ksh390.00,Yes,3169,,,
OMASTIN 50mg,Ksh355.00,Yes,317,,,
OMEGA 3 1GM VALUEPACK,Ksh10.00,Yes,3170,,,
OMEGA 3 caps 1000mg,Ksh15.00,Yes,3171,,,
OMEGA H3 CAPS,Ksh10.00,Yes,3172,,,
OMEGA VITA 200mls,Ksh30.00,Yes,3174,,,
OMEPRAZOLE Caps,Ksh400.00,Yes,3175,,,
OMEPRAZOLE IV 40Mg,Ksh1.50,Yes,3176,,,
OMIS CAPS,Ksh125.00,Yes,3177,,,
ONACOF SYRUP 100mls,Ksh6.00,Yes,3178,,,
ONAZIN EYE DROPS,Ksh64.00,Yes,3179,,,
ONCALL plus GLUCOMETER,Ksh270.00,Yes,318,,,
ONCALL plus TesT Strips 50's,"Ksh1,700.00",Yes,3180,,,
ONCOSIL CREAM TERBINAFINE,Ksh650.00,Yes,3181,,,
ONDANSERTRON 8mg,Ksh180.00,Yes,3182,,,
ONDANSETRON 8mg inj,Ksh45.00,Yes,3183,,,
ONDANSETRON inj 4mg/2ml ondex,Ksh120.00,Yes,3185,,,
ONDEX 30mls,Ksh80.00,Yes,3186,,,
ONE TOUCH GLUCOSTICS,Ksh320.00,Yes,3187,,,
ONE TOUCH SELECT,Ksh10.00,Yes,3188,,,
ONEGABA 300mg,Ksh100.00,Yes,3189,,,
ONTEL 40AM,Ksh20.00,Yes,319,,,
OPELE BBE 50MLS,Ksh30.00,Yes,3190,,,
OPRAZ[OMEPRAZOLE],Ksh65.00,Yes,3191,,,
OPTICID Gel 200mls,Ksh0.78,Yes,3192,,,
OPTIHIST-PAT 5MLS EYE DROPS,Ksh680.00,Yes,3193,,,
OPTIVE EYE DROPS 10ML,Ksh332.00,Yes,3194,,,
OPTREX EYE DROPS 10MLS,Ksh892.00,Yes,3195,,,
ORANGE-CZ,Ksh500.00,Yes,3196,,,
ORAV OZ 700mg tabs,Ksh12.00,Yes,3197,,,
ORBIDEX 5ml,Ksh11.00,Yes,3198,,,
ORBIDEX EYE DROP 5ML (DEXA 0.1%),Ksh132.00,Yes,3199,,,
ORBIDEX T,Ksh131.00,Yes,32,,,
ORCLEN GEL 15MLS,Ksh139.00,Yes,320,,,
ORNIDAZOLE  500mg 10's,Ksh190.00,Yes,3200,,,
OROFER 150mls,Ksh80.00,Yes,3201,,,
OROFER CAPS,Ksh410.00,Yes,3202,,,
ORS SATCHETS,Ksh14.00,Yes,3203,,,
ORTHO INNER SOLE,Ksh12.00,Yes,3204,,,
ORTHOFLEX,Ksh350.00,Yes,3205,,,
OSMOLAX 100mls,Ksh48.00,Yes,3206,,,
OSMOLAX 200mls,Ksh300.00,Yes,3207,,,
OSSCOFF SUSP,Ksh510.00,Yes,3208,,,
OSSTHIOL ADULT 125MLS,Ksh35.00,Yes,3209,,,
OSSTHIOL INFANT 100mls,Ksh113.00,Yes,321,,,
OSSTHIOL PROM 100MLS,Ksh115.00,Yes,3210,,,
OSTEOCAL TABS,Ksh115.00,Yes,3211,,,
OSTEOCARE CHEWABLE,Ksh28.00,Yes,3212,,,
OSTEOCARE LIQUID 200mls,Ksh30.00,Yes,3213,,,
OSTEOCARE OMEGA3,Ksh400.00,Yes,3214,,,
OSTEOCARE PLUS,Ksh20.00,Yes,3215,,,
OSTEOCARE PLUS TABS 84'S,Ksh25.00,Yes,3216,,,
OSTEOCARE tabs,"Ksh1,000.00",Yes,3217,,,
OSTEOCERIN TABS,Ksh16.00,Yes,3218,,,
OSTEOCERIN tabs 1050mg,Ksh62.00,Yes,3219,,,
OSTEOMIN TABS,Ksh65.00,Yes,322,,,
OTOBIOTICS ear drops 10MLS,Ksh50.00,Yes,3220,,,
OTOREX EAR drops,Ksh230.00,Yes,3221,,,
OTRIVIN PAEDS 0.5% 10mls,Ksh220.00,Yes,3223,,,
OTRIVINE ADULT drops 0.1% 10mls,Ksh456.00,Yes,3224,,,
OVACARE forte pair,Ksh500.00,Yes,3227,,,
OVACARE tabs,Ksh70.00,Yes,3229,,,
OXIFAST MR tabs,Ksh45.00,Yes,323,,,
OXIFAST P 4/500mg,Ksh40.00,Yes,3230,,,
OXYBRAL SR,Ksh21.00,Yes,3231,,,
OXYTOCIN inj 10/ml 1 ML,Ksh19.00,Yes,3232,,,
P ALAXIN 9'S,Ksh38.00,Yes,3233,,,
P ALAXIN SUSP 80MLS,Ksh232.00,Yes,3234,,,
P2*,Ksh247.00,Yes,3235,,,
PABRINEX I.V AMP 5MLS I&II,Ksh5.00,Yes,3236,,,
PACKAGING ENVELOPES 1KGS,Ksh500.00,Yes,3237,,,
PAINACT,Ksh4.00,Yes,3238,,,
PAINIL PCM 100MLS,Ksh8.00,Yes,3240,,,
PAINIL PCM 60MLS,Ksh18.00,Yes,3241,,,
PAINVIL 60mls,Ksh12.00,Yes,3242,,,
PAN 20,Ksh35.00,Yes,3243,,,
PAN 40mg,Ksh32.00,Yes,3244,,,
PANADOL ADVANCE PAIR,Ksh67.00,Yes,3245,,,
PANADOL baby infant 100mls,Ksh10.00,Yes,3246,,,
PANADOL baby infant 60mls,Ksh255.00,Yes,3248,,,
PANADOL COLD+FLU,Ksh155.00,Yes,3249,,,
PANADOL ELIXIR GSK 100ML,Ksh11.00,Yes,325,,,
PANADOL XTRA pair,Ksh325.00,Yes,3250,,,
PANADOL-GSK 100MLS,Ksh11.00,Yes,3251,,,
PANASH thiocolchicoside 0.25% 30gms,Ksh290.00,Yes,3252,,,
PANDERM* OINTMENT 15GMS,Ksh100.00,Yes,3253,,,
PANDEV* 40mg,Ksh100.00,Yes,3254,,,
PANSALVE 20MG,Ksh10.00,Yes,3255,,,
PANTAKIND 40mg,Ksh20.00,Yes,3256,,,
PANTOCID 20 MG,Ksh17.00,Yes,3257,,,
PANTOCID 40mg*bp50,Ksh34.00,Yes,3258,,,
PANTOPRAZOLE 40mg Teva,Ksh25.00,Yes,3259,,,
PARA DENK SUP 125MG,Ksh22.00,Yes,326,,,
PARA DENK SUPP 250MG,Ksh5.00,Yes,3260,,,
PARA/BRUF SUSP LOTEM 100MLS,Ksh5.00,Yes,3261,,,
PARACET 500mg b/p,Ksh210.00,Yes,3262,,,
PARACET 500mg loose,Ksh1.00,Yes,3263,,,
PARACET SUPP 250mg ARCET,Ksh1.00,Yes,3264,,,
PARACETAMOL DENK 250 SUPP,Ksh15.00,Yes,3266,,,
PARACETAMOL IM UCETAMOL /ML,Ksh30.00,Yes,3267,,,
PARACETAMOL INFUSION 100mls,Ksh2.00,Yes,3268,,,
PARAFAST 500mg,Ksh85.00,Yes,3269,,,
PARAFAST et 1000mg,Ksh15.00,Yes,327,,,
PARAFAST IV infusion 100mls,Ksh25.00,Yes,3270,,,
PARAFLASH 1GM,Ksh140.00,Yes,3271,,,
PAROL 250mg/5ml 100ml,Ksh20.00,Yes,3273,,,
PASCALIUM 1.5mg Bromazepam,Ksh260.00,Yes,3274,,,
PATANOL DROPS OLAPATADINE 0.1%,Ksh15.00,Yes,3275,,,
PATCEE 500mg & zinc 20mg,Ksh626.00,Yes,3276,,,
PEARDINE M/wash 100mls,Ksh14.00,Yes,3278,,,
PENAMOX  250MG susp*,Ksh80.00,Yes,3279,,,
PENAMOX 125MG 100mls,Ksh120.00,Yes,328,,,
PENAMOX 500mg,Ksh262.00,Yes,3280,,,
PENAMOXN 500mg,Ksh3.00,Yes,3281,,,
PENICILIN V 250MG-14'S,Ksh13.00,Yes,3282,,,
PENICILLIN G -XPEN INJ,Ksh10.00,Yes,3283,,,
PEPTICA GEL 200mls,Ksh15.00,Yes,3284,,,
PEPTIGO GEL 200mls,Ksh132.00,Yes,3285,,,
PERNEX AC 5% 20gms,Ksh130.00,Yes,3286,,,
PHARMADEXGENT 5mls,Ksh315.00,Yes,3287,,,
PHARMASAL OINT 25G,Ksh140.00,Yes,3288,,,
PHARMASOL SPRAY 150mls,Ksh50.00,Yes,3289,,,
PHENALIN 60MLS PIRITON,Ksh300.00,Yes,329,,,
PHENOBARBITAL 30MG ,Ksh17.00,Yes,3290,,,
PHLORO G tabs,Ksh1.00,Yes,3291,,,
PHYLOPEN 250MG CAPS,Ksh40.00,Yes,3292,,,
PHYLOPEN DS 500MG,Ksh4.00,Yes,3293,,,
PHYLOPEN SUSP 125gm/5mls,Ksh10.00,Yes,3294,,,
PILEX,Ksh160.00,Yes,3296,,,
PIOGLUC 15MG,Ksh7.00,Yes,3297,,,
PIOGLUC 30,Ksh9.00,Yes,3298,,,
PIRICET 60mls,Ksh11.00,Yes,3299,,,
PIRITON 100mls,Ksh40.00,Yes,3300,,,
PIRITON 60mls,Ksh35.00,Yes,3301,,,
PIRITON Blister 4mg,Ksh22.00,Yes,3302,,,
PIRITON EXP LINCTUS 100mls,Ksh0.30,Yes,3303,,,
PIRITON GSK 100mls,Ksh357.00,Yes,3304,,,
PIRITON GSK loose,Ksh360.00,Yes,3305,,,
PIRITON IM/IV,Ksh3.00,Yes,3306,,,
PIRITON tabs loose,Ksh5.00,Yes,3308,,,
PIROXICAM 20MG,Ksh1.00,Yes,3309,,,
PLUS MULTIVITAMIN Mega,Ksh1.50,Yes,331,,,
PODOSAL OINTMENT 10GM,Ksh19.00,Yes,3310,,,
PODOSAL PAINT 10ML,Ksh650.00,Yes,3311,,,
POLYGYNAX OVULES 6S',Ksh530.00,Yes,3312,,,
POLYTROL EYE DROPS 5MLS,Ksh515.00,Yes,3313,,,
PONAFEN 100mls,Ksh119.00,Yes,3314,,,
PONAFEN 60MLS,Ksh28.00,Yes,3315,,,
PONSTAN FORTE 500MG,Ksh25.00,Yes,3316,,,
PONTELS ZINC CASTOR 100GMS,Ksh21.00,Yes,3317,,,
POP 4 INCHES,Ksh143.00,Yes,3318,,,
POP 6 INCHES,Ksh30.00,Yes,3319,,,
POP 8 INCHES,Ksh45.00,Yes,332,,,
POP GYPSONAS-6'',Ksh60.00,Yes,3320,,,
POSTINOR 2 Generics,Ksh130.00,Yes,3322,,,
POSTINOR 2 GREEN,Ksh30.00,Yes,3323,,,
POVIDINE IODINE 500mls,Ksh130.00,Yes,3326,,,
POVIDONE 10% 200MLS,Ksh170.00,Yes,3327,,,
POVIDONE IODINE 125mls,Ksh60.00,Yes,3328,,,
POVIDONE IODINE 50MLS,Ksh55.00,Yes,3329,,,
POVISEP 25G 6%,Ksh34.00,Yes,333,,,
POWERCEF Inj IV/IM,Ksh106.00,Yes,3331,,,
POWERGESIC MR,Ksh220.00,Yes,3332,,,
POWERGESIC PLUS GEL 30GMS,Ksh21.00,Yes,3333,,,
PRAZONAC inj 40mg,Ksh183.00,Yes,3335,,,
PRECOB CAPS,Ksh160.00,Yes,3336,,,
PRED FORTE EYE DROPS  1%,Ksh55.00,Yes,3337,,,
PREDNISOLONE 50mls,Ksh740.00,Yes,3338,,,
PREDNISOLONE 5MG BLUE Cosmos,Ksh170.00,Yes,3339,,,
PREDNISOLONE 5mg white,Ksh2.00,Yes,334,,,
PREDNISOLONE 5MG WHITE cosmos,Ksh1.00,Yes,3340,,,
PREDNISOLONE EYE DROPS 0.5%W/V AUROPRED 10MLS,Ksh1.50,Yes,3341,,,
PREDSOL 50mls,Ksh205.00,Yes,3342,,,
PREDSOL forte 50mls,Ksh440.00,Yes,3343,,,
PREGABALIN 150mg,Ksh820.00,Yes,3344,,,
PREGABALINE 25 NERVILIN,Ksh30.00,Yes,3345,,,
PREGENACARE PLUS TABS,Ksh5.00,Yes,3346,,,
PREGNACARE MAX CAPS 56/28,Ksh1.00,Yes,3347,,,
PREGNACARE ORIGINAL TABS,"Ksh2,200.00",Yes,3348,,,
PREGNACARE Plain caps,Ksh18.00,Yes,3349,,,
PREGNACARE plus 56's DUAL pack,Ksh22.00,Yes,335,,,
PREGNANCY STRIPS,"Ksh1,450.00",Yes,3350,,,
PREGSMILE TABS,Ksh5.00,Yes,3351,,,
PRELONE 50mls,Ksh17.00,Yes,3352,,,
PRENATAL +DHA PAIR,Ksh280.00,Yes,3353,,,
PRENATAL*,Ksh10.00,Yes,3354,,,
PRENURA 75mg caps,Ksh10.00,Yes,3355,,,
PRENURA M,Ksh21.00,Yes,3356,,,
PRESARTAN 50,Ksh10.00,Yes,3357,,,
PRESARTAN H,Ksh10.00,Yes,3358,,,
PRETIN Loratidine 10mg,Ksh5.00,Yes,336,,,
PRICKERS,Ksh3.00,Yes,3360,,,
PRIMOLUT N 5MG,Ksh1.00,Yes,3361,,,
PRO FANTRINE 6'S 80/480,Ksh28.00,Yes,3363,,,
PROBETA-N 7.5ML,Ksh205.00,Yes,3365,,,
PROBRAIN 90mg,Ksh95.00,Yes,3366,,,
PROBRAIN plus tabs,Ksh50.00,Yes,3367,,,
PROCEDURE/USER FEE,Ksh80.00,Yes,3369,,,
PROLOC D caps,Ksh50.00,Yes,337,,,
PROMENSIL caps,Ksh40.00,Yes,3370,,,
PROMETHAZINE 100mls,Ksh33.00,Yes,3371,,,
PROMETHAZINE 25 mg COSMOS,Ksh96.00,Yes,3372,,,
PROMETHAZINE 60mls,Ksh2.00,Yes,3373,,,
PROOLAX 200mls,Ksh25.00,Yes,3374,,,
PROPRANOLOL COSMOS 40MG ,Ksh200.00,Yes,3375,,,
PROSFIN 5mg,Ksh0.85,Yes,3376,,,
PROXIMEXA 125MG5ML 50ML,Ksh25.00,Yes,3377,,,
PROXIMEXA 250mg 10's,Ksh500.00,Yes,3378,,,
PROXIMEXA 250MG SUSP,Ksh350.00,Yes,3379,,,
PROXIMEXA 500mg,Ksh875.00,Yes,338,,,
PROXYM 300,Ksh50.00,Yes,3380,,,
PROZIN CREAM 15G,Ksh68.00,Yes,3381,,,
PSOLONE eye drops,Ksh45.00,Yes,3382,,,
PULMOCEF 750MG IV/IM,Ksh70.00,Yes,3383,,,
PURECAL 200MLS ,Ksh200.00,Yes,3384,,,
PURECAL TABS,Ksh541.00,Yes,3385,,,
PYLOTRIP 7's kit,Ksh30.00,Yes,3386,,,
PYLOZED KIT 7's,Ksh900.00,Yes,3387,,,
PYN STOP tabs,Ksh500.00,Yes,3388,,,
PYNSTOP,Ksh5.30,Yes,3389,,,
PYREMOL 100mls,Ksh6.00,Yes,339,,,
PYRIDOXINE 50MG ,Ksh22.00,Yes,3390,,,
PYROFEN 100mls,Ksh2.20,Yes,3391,,,
PYROFEN 60mls,Ksh42.00,Yes,3392,,,
QUENCHER 1Liter,Ksh30.00,Yes,3393,,,
QUENCHER 500MLS,Ksh38.00,Yes,3394,,,
QUITIPIN 50,Ksh22.00,Yes,3395,,,
RABEFLUX dsr,Ksh34.00,Yes,3396,,,
RABELOC 20MG,Ksh30.00,Yes,3397,,,
RABEMAC 20MG,Ksh44.00,Yes,3398,,,
RABEPRAZOLE BAROLE 20MG,Ksh14.00,Yes,3399,,,
RABEPRAZOLE/ITOPRIDE LORABIL PLUS,Ksh14.00,Yes,34,,,
RABIES VACCINE 0.5ML,Ksh45.00,Yes,340,,,
RABIES VACCINE VAXIRAB,Ksh670.00,Yes,3400,,,
RABIES VACCINE* Abhayrab,Ksh580.00,Yes,3401,,,
RABIPON DSR CAPS,Ksh200.00,Yes,3402,,,
RAF SYNERMED,Ksh30.00,Yes,3404,,,
RANFERON  200mls,Ksh14.00,Yes,3405,,,
RANFERON caps,Ksh320.00,Yes,3406,,,
RANITIDINE 150MG GRACURE,Ksh10.00,Yes,3407,,,
RANITIDINE 300MG GRACURE,Ksh2.00,Yes,3408,,,
RANITIDINE INJ NEOTACK 50MG/2ML,Ksh2.50,Yes,3409,,,
RANITIDINE REDUCID 150MG,Ksh16.00,Yes,341,,,
RANITIDINE ZANTAC 150,Ksh2.50,Yes,3410,,,
RANITIDINE ZANTAC 50MG/2ML INJ,Ksh40.00,Yes,3411,,,
Rapeed 20mg,Ksh150.00,Yes,3412,,,
RAT KILL PELLETS,Ksh10.00,Yes,3413,,,
RAT POISON 2gms,Ksh30.00,Yes,3414,,,
RAT RAT,Ksh6.00,Yes,3415,,,
RECARTIX TABS,Ksh10.00,Yes,3416,,,
RECTOCARE 15grams,Ksh45.00,Yes,3417,,,
REFRESH TEARS 15MLS,Ksh100.00,Yes,3418,,,
REGEN D 60 15grams,Ksh770.00,Yes,3419,,,
RELCER GEL 100mls,"Ksh1,200.00",Yes,3420,,,
RELCER GEL 180mls,Ksh20.00,Yes,3421,,,
RELESTAT  5MLS allergan,Ksh290.00,Yes,3422,,,
REMAC 500MG CLARITHROMYCIN,"Ksh1,135.00",Yes,3423,,,
REMIDIN M/WASH 100mls,Ksh15.00,Yes,3424,,,
REMUS 0.03% OINT 10GMS,Ksh300.00,Yes,3425,,,
REMUS OINT 0.1% 10GMS,Ksh320.00,Yes,3426,,,
REMUS OINT 0.1% 5GMS,Ksh510.00,Yes,3427,,,
RENERVE PLUS,Ksh100.00,Yes,3428,,,
REPACE 50mg tabs,Ksh38.00,Yes,3429,,,
REPACE H,Ksh30.00,Yes,3430,,,
REVAM* KIDS MULTIVITAMIN 100MLS,Ksh34.00,Yes,3431,,,
REVOKE FP 1.5,Ksh100.00,Yes,344,,,
REXEDINE mouthwash 100mls,Ksh22.00,Yes,345,,,
RHEUMAC GEL 20mg,Ksh80.00,Yes,346,,,
RHINACON 2% CHILD 100mls,Ksh22.00,Yes,348,,,
RHINACON 5% adults 100mls,Ksh60.00,Yes,349,,,
RHINATHIOL 2% INFANT 125MLS,Ksh75.00,Yes,35,,,
RHINATHIOL 5% Adult 125mls,Ksh400.00,Yes,350,,,
RHINATHIOL PROM 125mls,Ksh490.00,Yes,351,,,
RHIZIN 60MLS,Ksh380.00,Yes,352,,,
RIFAMPICIN 150 UNIRIF,Ksh190.00,Yes,353,,,
RIFAMPICIN RIFACOS -300,Ksh3.20,Yes,354,,,
RIFAMPICIN UNIRIF-300,Ksh16.00,Yes,355,,,
RILIF 100,Ksh6.00,Yes,356,,,
RILIF MR tabs,Ksh5.00,Yes,357,,,
RILIF PLUS,Ksh27.00,Yes,358,,,
RILIF SR 200,Ksh16.00,Yes,359,,,
RINGERS LACTATE IV,Ksh26.00,Yes,36,,,
RISDONE 1MG,Ksh75.00,Yes,360,,,
RISDONE 2mg,Ksh37.00,Yes,361,,,
RITALIN 10mg,Ksh67.00,Yes,362,,,
RITO 90mg,Ksh55.00,Yes,363,,,
RITO SR Caps,Ksh10.00,Yes,364,,,
RIVAROXABAN ROXICLOT 15mg,Ksh57.00,Yes,365,,,
RIVAXIME 50mg/5mls 100mls,Ksh20.00,Yes,368,,,
RIVOTRIL 0.5MG Roche,Ksh432.00,Yes,369,,,
RIVOTRIL 2MG,Ksh12.00,Yes,37,,,
