No.,Item Code,Item Description,Item Category,Brand,U.O.M,Buying Price,Selling Price,Expense Account,Income Account
878,PHA775,NECK COLLAR (SOFT),PHARMACY,,TABS,850,1500,INVENTORY - PHARMACY,PHARMACY
879,PHA521,NEEDLES G21,PHARMACY,,TABS,1,5,INVENTORY - PHARMACY,PHARMACY
880,PHA522,NEEDLES G23,PHARMACY,,TABS,1,5,INVENTORY - PHARMACY,PHARMACY
881,PHA092,NEOGADINE ELIXIR 150ML [ CASH ONLY],PHARMACY,,TABS,228,350,INVENTORY - PHARMACY,PHARMACY
882,PHA829,"NEOKID[PCM 250MG,CPM1MG AND PHENYLEPHRINE 2.5MG]",PHARMACY,,TABS,0,200,INVENTORY - PHARMACY,PHARMACY
883,PHA230,NEOMYCIN /DEXAMETHASONE 10ML[XSONE N,PHARMACY,,TABS,0,300,INVENTORY - PHARMACY,PHARMACY
884,PHA186,NEOMYCIN/DEXAMETHASONE EYE DROPS 10ML,PHARMACY,,TABS,0,200,INVENTORY - PHARMACY,PHARMACY
885,PHA674,NEOSTIGMINE INJE2.5MG AMP,PHARMACY,,TABS,33.6,100,INVENTORY - PHARMACY,PHARMACY
886,PHA999,NERVELIN NT,PHARMACY,,TABS,80,110,INVENTORY - PHARMACY,PHARMACY
887,PHA885,NERVILLIN NT 25MG[PREGABALINE ET NRTRIPTYLINE],PHARMACY,,TABS,55,75,INVENTORY - PHARMACY,PHARMACY
888,PHA935,"NERVIMED[B1,B6 B12 AND L-GLUTAMIC ACID",PHARMACY,,TABS,20,35,INVENTORY - PHARMACY,PHARMACY
889,PHA231,NEUROBION FORTE TABS N/A CASH ONLY],PHARMACY,,TABS,19.4,28,INVENTORY - PHARMACY,PHARMACY
890,4038,NICE BISCUITS (10 BOB),CANTEEN & CATERING,,CARTONS,280,280,PREPAID SERVICE CONTRACTS,
891,4029,NICE BISCUITS (5 BOB),CANTEEN & CATERING,,CARTONS,300,300,PREPAID SERVICE CONTRACTS,
892,PHA904,NIFEDIPINE ORIGINAL 20MG[CASH ONLY\],PHARMACY,,TABS,8.36,12,INVENTORY - PHARMACY,PHARMACY
893,PHA232,NIFEDIPINE TABS 20MG],PHARMACY,,TABS,0.88,5,INVENTORY - PHARMACY,PHARMACY
894,PHA233,NILACID SUSPENSION 200ML,PHARMACY,,TABS,263.63,350,INVENTORY - PHARMACY,PHARMACY
895,PHA234,NITROFURANTOIN TABS 100MG,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
896,PHA750,NON REBREATHER MASK PAEDIATRIC,PHARMACY,,TABS,0,500,INVENTORY - PHARMACY,PHARMACY
897,PHA749,NON REBREATHER MASK ADULT,PHARMACY,,TABS,0,500,INVENTORY - PHARMACY,PHARMACY
898,8049,NON RECHARGEABLE AAA,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
899,PHA333,NORETHISTERONE TABS 5MG 0,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
900,PHA235,NORFLOXACIN TABS 400MG,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
901,PHA1019,NORMAGINA CAPS,PHARMACY,,PIECES,28.33,40,INVENTORY - PHARMACY,PHARMACY
902,8043,NORMAL BATTERIES,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
903,PHA236,NORMAL SALINE 0.9% 500ML,PHARMACY,,TABS,0,100,INVENTORY - PHARMACY,PHARMACY
904,PHA237,NORMAL SALINE NASAL DROPS 15ML,PHARMACY,,TABS,0,100,INVENTORY - PHARMACY,PHARMACY
905,PHA238,NOSIC,PHARMACY,,TABS,0,15,INVENTORY - PHARMACY,PHARMACY
906,PHA370,NOTRILIS SR 1.5MG 0,PHARMACY,,TABS,0,35,INVENTORY - PHARMACY,PHARMACY
907,PHA940,NOVOGERMINA SUSPENSION 5MLS CASH ONLY],PHARMACY,,TABS,35,50,INVENTORY - PHARMACY,PHARMACY
908,PHA709,NURSES CAPS,PHARMACY,,TABS,10,20,INVENTORY - PHARMACY,PHARMACY
909,PHA943,NYLON 2 R CUTTING,PHARMACY,,TABS,16.67,200,INVENTORY - PHARMACY,PHARMACY
910,PHA573,NYLON 2 ROUND BODY,PHARMACY,,TABS,50,150,INVENTORY - PHARMACY,PHARMACY
911,PHA891,NYLON 2/0 CUTTING,PHARMACY,,TABS,33.33,200,INVENTORY - PHARMACY,PHARMACY
912,PHA572,NYLON 2/0 REVERSE CUTTING,PHARMACY,,TABS,50,150,INVENTORY - PHARMACY,PHARMACY
913,PHA892,NYLON 3/0 CUTTING,PHARMACY,,TABS,33.33,200,INVENTORY - PHARMACY,PHARMACY
914,PHA890,NYLON 3/0 REVERSE CUTTING,PHARMACY,,TABS,33.33,200,INVENTORY - PHARMACY,PHARMACY
915,PHA889,NYLON 3/0 ROUND BODY,PHARMACY,,TABS,33.33,200,INVENTORY - PHARMACY,PHARMACY
916,PHA694,NYLON NO 1 REVERSE CUTTING,PHARMACY,,TABS,29.17,150,INVENTORY - PHARMACY,PHARMACY
917,PHA710,NYLON NO 1[ROUND BODY],PHARMACY,,TABS,29.16,100,INVENTORY - PHARMACY,PHARMACY
918,PHA711,NYLON NO 2/0 ROUND BODY],PHARMACY,,TABS,29.16,100,INVENTORY - PHARMACY,PHARMACY
919,PHA239,NYSTATIN DROPS 20G,PHARMACY,,TABS,62,85,INVENTORY - PHARMACY,PHARMACY
920,PHA942,O R S +ZINK[4 PACKS +10 TABS],PHARMACY,,TABS,39,100,INVENTORY - PHARMACY,PHARMACY
921,8001,OBAMA PENS,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
922,PHA241,OCULAST E/DROPS 2%,PHARMACY,,TABS,0,400,INVENTORY - PHARMACY,PHARMACY
923,PHA452,OFLODAZ[OFLOXACIN+ORNIDAZOLE]700MG 0,PHARMACY,,TABS,0,15,INVENTORY - PHARMACY,PHARMACY
924,PHA242,OFLODEX E/DROPS(OFLOXACIN/DEXAMETASONE) 5ML,PHARMACY,,TABS,350,450,INVENTORY - PHARMACY,PHARMACY
925,PHA398,OLANZAPINE 10MG 0,PHARMACY,,TABS,0,25,INVENTORY - PHARMACY,PHARMACY
926,PHA397,OLANZAPINE 5MG 0,PHARMACY,,TABS,0,15,INVENTORY - PHARMACY,PHARMACY
927,PHA243,OMEPRAZOLE CAPS 20MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
928,PHA244,OMEPRAZOLE INJ. 40MG,PHARMACY,,TABS,119,250,INVENTORY - PHARMACY,PHARMACY
929,LAUNDRY005,OMO,LAUNDRY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
930,PHA464,ONAZIN 0,PHARMACY,,TABS,0,400,INVENTORY - PHARMACY,PHARMACY
931,PHA771,ONCAL GLUCOSE STRIPS,PHARMACY,,TABS,22,32,INVENTORY - PHARMACY,PHARMACY
932,PHA774,ONCALL GLUCOSE MACHINE,PHARMACY,,TABS,0,2500,INVENTORY - PHARMACY,PHARMACY
933,LAB001,ONCALL GLUCOSE STRIPS,LAB ITEMS,,BOX,1000,1500,LABORATORY EQUIPMENT,LABORATORY
934,PHA334,ONDANSETRON HCL 4MG 0,PHARMACY,,TABS,26.66,45,INVENTORY - PHARMACY,PHARMACY
935,PHA880,ONDANSETRON INJECTION 4MG/ML,PHARMACY,,TABS,0,250,INVENTORY - PHARMACY,PHARMACY
936,PHA380,ONDANSETRON INJECTION 8MG/ 4ML 0,PHARMACY,,TABS,0,250,INVENTORY - PHARMACY,PHARMACY
937,PHA472,ONDANSETRON SYRUP 2MG 0,PHARMACY,,TABS,0,500,INVENTORY - PHARMACY,PHARMACY
938,25,ONIONS (CANTEEN),CANTEEN & CATERING,,KGS,50,50,PREPAID SERVICE CONTRACTS,
939,PHA240,ORAL REHYDRATION SALT[O R S],PHARMACY,,TABS,0,30,INVENTORY - PHARMACY,PHARMACY
940,5078,ORANGES,CANTEEN & CATERING,,PIECES,10,10,PREPAID SERVICE CONTRACTS,
941,PHA245,ORBIDEX T DROPS 1%W/V,PHARMACY,,TABS,0,200,INVENTORY - PHARMACY,PHARMACY
942,PHA246,ORNIDAZOLE TABS 500MG,PHARMACY,,TABS,0,450,INVENTORY - PHARMACY,PHARMACY
943,PHA700,ORTHOPAEDIC PADDIN 4,PHARMACY,,TABS,50,100,INVENTORY - PHARMACY,PHARMACY
944,PHA699,ORTHPAEDIC PADDING 6,PHARMACY,,TABS,70,120,INVENTORY - PHARMACY,PHARMACY
945,PHA247,OSTEOCARE PLUS TABS,PHARMACY,,TABS,0,60,INVENTORY - PHARMACY,PHARMACY
946,PHA248,OSTEOCARE TABS,PHARMACY,,TABS,0,35,INVENTORY - PHARMACY,PHARMACY
947,PHA249,OSTEOCERIN TABS,PHARMACY,,TABS,0,60,INVENTORY - PHARMACY,PHARMACY
948,PHA665,OTOBIOTIC EARDROPS,PHARMACY,,TABS,400,500,INVENTORY - PHARMACY,PHARMACY
949,PHA250,OTOREX EAR DROPS 10ML,PHARMACY,,TABS,0,250,INVENTORY - PHARMACY,PHARMACY
950,1N001,OTOSCOPE,INPATIENT,,PIECES,4500,0,INVENTORY,EQUIPMENT
951,8016,OUT PATIENT CARDS,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
952,PHA720,OXGEN MASK ADULT,PHARMACY,,TABS,72,150,INVENTORY - PHARMACY,PHARMACY
953,PHA856,OXGEN MASK PAED SMALL,PHARMACY,,TABS,120,300,INVENTORY - PHARMACY,PHARMACY
954,PHA721,OXGEN MASK PAEDIATRIC,PHARMACY,,TABS,64,150,INVENTORY - PHARMACY,PHARMACY
955,PHA444,OXIFAST MR 0 CASH ONLY],PHARMACY,,TABS,35,40,INVENTORY - PHARMACY,PHARMACY
956,PHA455,OXIFAST P 0 CASH ONLY],PHARMACY,,TABS,16.66,25,INVENTORY - PHARMACY,PHARMACY
957,PHA251,OXYBRAL SR CAPS 30MG,PHARMACY,,TABS,0,35,INVENTORY - PHARMACY,PHARMACY
958,PHA562,OXYGEN,PHARMACY,,TABS,0,150,INVENTORY - PHARMACY,PHARMACY
959,PHA1001,OXYGEN CYLINDER 11.5 KG,PHARMACY,,TABS,4000,0,INVENTORY - PHARMACY,PHARMACY
960,PHA929,OXYGEN CYLINDER,PHARMACY,,TABS,36500,0,INVENTORY - PHARMACY,PHARMACY
961,PHA963,OXYGEN FLOWMETER FOR WALL,PHARMACY,,TABS,22500,0,INVENTORY - PHARMACY,PHARMACY
962,PHA974,OXYGEN KEY,PHARMACY,,TABS,3500,0,INVENTORY - PHARMACY,PHARMACY
963,PHA769,OXYGEN PER HOUR,PHARMACY,,TABS,0,700,INVENTORY - PHARMACY,PHARMACY
964,PHA973,OXYGEN REGULATOR,PHARMACY,,TABS,24500,0,INVENTORY - PHARMACY,PHARMACY
965,PHA847,OXYMETAZOLINE 0.05%,PHARMACY,,TABS,0,200,INVENTORY - PHARMACY,PHARMACY
966,PHA252,OXYMETAZOLINE N/DROPS 15ML,PHARMACY,,TABS,0,100,INVENTORY - PHARMACY,PHARMACY
967,PHA564,OXYTOCIN INJECTION,PHARMACY,,TABS,45,200,INVENTORY - PHARMACY,PHARMACY
968,36,PACKAGING BAGS,CANTEEN & CATERING,,PKT,250,250,PREPAID SERVICE CONTRACTS,
969,PHA931,PACKING BAGS SIZE 5,PHARMACY,,TABS,4.07,5.5,INVENTORY - PHARMACY,PHARMACY
970,PHA908,PACKING PAPERS SIZE 1,PHARMACY,,TABS,1.7,3,INVENTORY - PHARMACY,PHARMACY
971,PHA907,PACKING PAPERS SIZE 1/2,PHARMACY,,TABS,2.7,3,INVENTORY - PHARMACY,PHARMACY
972,PHA906,PACKING PAPERS SIZE 1/4,PHARMACY,,TABS,2.7,3,INVENTORY - PHARMACY,PHARMACY
973,PHA909,PACKING PAPERS SIZE 2,PHARMACY,,TABS,3.7,5,INVENTORY - PHARMACY,PHARMACY
974,PHA910,PACKING PAPERS SIZE 3,PHARMACY,,TABS,4.7,7,INVENTORY - PHARMACY,PHARMACY
975,PHA917,PACKING PAPPERS SIZE 4,PHARMACY,,TABS,6,0,INVENTORY - PHARMACY,PHARMACY
976,PHA918,PACKING PAPPERS SIZE 6,PHARMACY,,TABS,6,0,INVENTORY - PHARMACY,PHARMACY
977,PHA956,PAEDS BP CUFF,PHARMACY,,TABS,2500,0,INVENTORY - PHARMACY,PHARMACY
978,PHA957,PAEDS ECG NODES,PHARMACY,,TABS,15,100,INVENTORY - PHARMACY,PHARMACY
979,PHA964,PAEDS MAGILL FORCEPS,PHARMACY,,TABS,1330,0,INVENTORY - PHARMACY,PHARMACY
980,PHA958,PAEDS PULSE OXIMETER,PHARMACY,,TABS,16500,0,INVENTORY - PHARMACY,PHARMACY
981,PHA835,PALATON TABS 0.5MG CASH ONLY],PHARMACY,,TABS,70,95,INVENTORY - PHARMACY,PHARMACY
982,PHA828,PALATON[PALONOSETRON INJ 0.25MG/5ML,PHARMACY,,TABS,0,400,INVENTORY - PHARMACY,PHARMACY
983,PHA483,PANADOL BABY & INFANT 100ML 0,PHARMACY,,TABS,0,350,INVENTORY - PHARMACY,PHARMACY
984,PHA877,PANTADOM[PANTOPRAZOLE/DOMPERIDONE],PHARMACY,,TABS,31,35,INVENTORY - PHARMACY,PHARMACY
985,PHA379,PANTOPRAZOLE 40 MG TABS 0,PHARMACY,,TABS,0,70,INVENTORY - PHARMACY,PHARMACY
986,PHA253,PANTOPRAZOLE INJ. 40MG,PHARMACY,,TABS,0,600,INVENTORY - PHARMACY,PHARMACY
987,LAB006,PAP SMEAR KIT,LAB ITEMS,,PKT,4800,0,LABORATORY EQUIPMENT,LABORATORY
988,PHA356,PAPER GLOVES[PLASRICK],PHARMACY,,TABS,0.42,10,INVENTORY - PHARMACY,PHARMACY
989,PHA806,PAPER POINTS SIXE 35,PHARMACY,,TABS,500,500,INVENTORY - PHARMACY,PHARMACY
990,PHA807,PAPER POINTS SIXE 40,PHARMACY,,TABS,500,500,INVENTORY - PHARMACY,PHARMACY
991,PHA485,PAR/COD/CAF [BATAPYNE] 0,PHARMACY,,TABS,0,14,INVENTORY - PHARMACY,PHARMACY
992,PHA854,PARACET/BRUFEN/CAFFEIN [IBUCAP] CASH ONLY],PHARMACY,,TABS,8,20,INVENTORY - PHARMACY,PHARMACY
993,PHA470,PARACETAMOL 100MG 0,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
994,PHA254,PARACETAMOL INJ 300MG,PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
995,PHA428,PARACETAMOL IV 1G 0 CASH ONLY],PHARMACY,,TABS,108,145,INVENTORY - PHARMACY,PHARMACY
996,PHA256,PARACETAMOL SUPPOSITORY 125MG,PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
997,PHA255,PARACETAMOL SUPPOSITORY 250MG,PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
998,PHA682,PARACETAMOL SUSP 120/60 MLS,PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
999,PHA867,PARACETAMOL SUSP 120MG/ML 100MLS,PHARMACY,,TABS,0,100,INVENTORY - PHARMACY,PHARMACY
1000,PHA257,PARACETAMOL SUSPENSION 5 LTRS,PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
1001,PHA258,PARACETAMOL TABS 500MG,PHARMACY,,TABS,0,2,INVENTORY - PHARMACY,PHARMACY
1002,PHA755,PATIENT STRETCHER,PHARMACY,,TABS,0,52690,INVENTORY - PHARMACY,PHARMACY
1003,PHA986,PEDAL BINS BLACK,PHARMACY,,TABS,502,0,INVENTORY - PHARMACY,PHARMACY
1004,PHA984,PEDAL BINS RED,PHARMACY,,TABS,497,0,INVENTORY - PHARMACY,PHARMACY
1005,PHA985,PEDAL BINS YELLOW,PHARMACY,,TABS,501,0,INVENTORY - PHARMACY,PHARMACY
1006,KITCHEN032,PEGS,KITCHEN ITEMS,,PKT,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1007,1N002,PEN TOURCH,INPATIENT,,PIECES,600,0,INVENTORY,EQUIPMENT
1008,8045,PENCIL,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1009,PHA459,PEPTIGO GEL 200ML 0,PHARMACY,,TABS,0,170,INVENTORY - PHARMACY,PHARMACY
1010,8003,PERMANENT PENS,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1011,PHA327,PETHIDINE INJ 100MG/ML 0,PHARMACY,,TABS,0,200,INVENTORY - PHARMACY,PHARMACY
1012,PHA259,PETHIDINE INJ 50MG/ML,PHARMACY,,TABS,0,100,INVENTORY - PHARMACY,PHARMACY
1013,PHA414,PETROLEUM JELLY,PHARMACY,,TABS,0,4263,INVENTORY - PHARMACY,PHARMACY
1014,PHA882,PETROLIUM JELLY WHITE,PHARMACY,,TABS,360,500,INVENTORY - PHARMACY,PHARMACY
1015,PHA260,PHENOBARBITONE INJ. 200MG/ML,PHARMACY,,TABS,0,380,INVENTORY - PHARMACY,PHARMACY
1016,PHA261,PHENOBARBITONE TABS 30MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
1017,PHA357,PHENYLEPHRINE HDROCHLORIDE CAPS 0,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
1018,PHA262,PHENYTOIN CAPS 100MG,PHARMACY,,TABS,0,15,INVENTORY - PHARMACY,PHARMACY
1019,PHA673,PHENYTOIN SOD INJ,PHARMACY,,TABS,402,600,INVENTORY - PHARMACY,PHARMACY
1020,PHA263,PHENYTOIN TABS 50MG,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
1021,KITCHEN033,PHILLIPS BULB,KITCHEN ITEMS,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1022,PHA345,PILOT-D OR DOPAM (DOMERIDONE+PANTAPRAZOLE) 0,PHARMACY,,TABS,21.67,30,INVENTORY - PHARMACY,PHARMACY
1023,CANTEEN089,PINPOP,CANTEEN & CATERING,,PKT,0,10,PREPAID SERVICE CONTRACTS,
1024,PHA364,PIOGLUC 30 MG 0,PHARMACY,,TABS,0,40,INVENTORY - PHARMACY,PHARMACY
1025,CO5027,PIPI BUTTER SWEETS,CANTEEN & CATERING,,PKT,100,100,PREPAID SERVICE CONTRACTS,
1026,PHA264,PIRITON EXPECTORANT 100ML,PHARMACY,,TABS,365,485,INVENTORY - PHARMACY,PHARMACY
1027,PHA265,PIRITON ORIGINAL 100ML,PHARMACY,,TABS,0,400,INVENTORY - PHARMACY,PHARMACY
1028,PHA266,PIROXICAM CAPS 20MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
1029,CANTEEN138,PLAIN CAPS(KOFIA),CANTEEN & CATERING,,PIECES,70,150,PREPAID SERVICE CONTRACTS,PHYSIOTHERPHY EQUIPMENT
1030,PHA655,PLASTER 4 INCH,PHARMACY,,TABS,109,150,INVENTORY - PHARMACY,PHARMACY
1031,PHA656,PLASTER 6 INCH,PHARMACY,,TABS,141.5,200,INVENTORY - PHARMACY,PHARMACY
1032,PHA657,PLASTER 8 INCH,PHARMACY,,TABS,0,220,INVENTORY - PHARMACY,PHARMACY
1033,PHA859,POPP,PHARMACY,,TABS,1200,20000,INVENTORY - PHARMACY,PHARMACY
1034,CANTEEN080,PORIDGE,CANTEEN & CATERING,,ML,10,20,PHYSIOTHERPHY EQUIPMENT,PHYSIOTHERPHY EQUIPMENT
1035,KITCHEN025,PORRIDGE FLOUR,KITCHEN ITEMS,,KGS,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1036,32,PORRIDGE FLOUR (CANTEEN),CANTEEN & CATERING,,PKT,100,100,PREPAID SERVICE CONTRACTS,
1037,PHA337,POTASSIUM CHLORIDE INJECTION 15% 10ML 0,PHARMACY,,TABS,0,160,INVENTORY - PHARMACY,PHARMACY
1038,9,POTATOES (CANTEEN),CANTEEN & CATERING,,DEBES,700,700,PREPAID SERVICE CONTRACTS,
1039,PHA267,POVIDONE IODINE MOUTHWASH(DAWADINE) 100MLCASH ONLY],PHARMACY,,TABS,0,150,INVENTORY - PHARMACY,PHARMACY
1040,PHA760,POVIDONE IODINE SL (5LITRES),PHARMACY,,TABS,1600,0,INVENTORY - PHARMACY,PHARMACY
1041,PHA894,PRAZOMED-D[RABEPRAZOLE AND DOMPERIDONE,PHARMACY,,TABS,7.67,20,INVENTORY - PHARMACY,PHARMACY
1042,PHA353,PREDNIPOS 10MLS EYE DROPS 0,PHARMACY,,TABS,0,400,INVENTORY - PHARMACY,PHARMACY
1043,PHA270,PREDNISOLONE EYE DROP 5ML,PHARMACY,,TABS,101,200,INVENTORY - PHARMACY,PHARMACY
1044,PHA844,PREDNISOLONE SYR 15MG /5ML [CASH],PHARMACY,,TABS,0,150,INVENTORY - PHARMACY,PHARMACY
1045,PHA268,PREDNISOLONE SYRUP 5MG/ 5ML[ CASH ONLY],PHARMACY,,TABS,0,250,INVENTORY - PHARMACY,PHARMACY
1046,PHA269,PREDNISOLONE TABS 5MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
1047,PHA271,PREG SMILE,PHARMACY,,TABS,0,20,INVENTORY - PHARMACY,PHARMACY
1048,PHA272,PREGABALIN CAPS 75MG,PHARMACY,,TABS,0,60,INVENTORY - PHARMACY,PHARMACY
1049,PHA340,PREGNACARE PLUS TABS 0,PHARMACY,,TABS,0,40,INVENTORY - PHARMACY,PHARMACY
1050,PHA273,PREGNACARE TABS 30MG,PHARMACY,,TABS,0,30,INVENTORY - PHARMACY,PHARMACY
1051,8018,PRESENTATION FOLDER,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1052,PHA440,PRETIN(LORATIDINE)10MG 0,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
1053,8019,PRINTING PAPERS,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1054,8004,PRITT GLUE,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1055,PHA557,PROBETA-N[NEOMYCIN/BETAMETHASONE ] [CASH],PHARMACY,,TABS,51,100,INVENTORY - PHARMACY,PHARMACY
1056,PHA516,PROBRAIN PLAIN 0,PHARMACY,,TABS,0,75,INVENTORY - PHARMACY,PHARMACY
1057,PHA389,PROBRAIN PLUS TABS 0,PHARMACY,,TABS,60,80,INVENTORY - PHARMACY,PHARMACY
1058,PHA274,PROMETHAZINE INJ 50MG/2ML,PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
1059,PHA275,PROMETHAZINE SYRUP 5MG,PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
1060,PHA798,PROPHY BRUSHES,PHARMACY,,TABS,50,50,INVENTORY - PHARMACY,PHARMACY
1061,PHA680,PROPOFOL INJ 10MG/ML,PHARMACY,,TABS,205.2,300,INVENTORY - PHARMACY,PHARMACY
1062,PHA276,PROPRANOLOL TABS 40MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
1063,PHA830,PROTOSCOPE,PHARMACY,,TABS,14500,14500,INVENTORY - PHARMACY,PHARMACY
1064,LAB015,PSA,LAB ITEMS,,BOX,8000,0,LABORATORY EQUIPMENT,LABORATORY
1065,5063,PURE MED DIAPER LARGE,CANTEEN & CATERING,,PIECES,75,100,PREPAID SERVICE CONTRACTS,
1066,5064,PURE MED DIAPER MEDIUM,CANTEEN & CATERING,,PIECES,73,100,PREPAID SERVICE CONTRACTS,
1067,PHA862,PURE SILICON AUTO CLAVING MASK SIZE 1,PHARMACY,,TABS,14300,20000,INVENTORY - PHARMACY,PHARMACY
1068,PHA461,PYCURE KIT[CLARI/AMMOI/ESOMEPRA] 0,PHARMACY,,TABS,0,1700,INVENTORY - PHARMACY,PHARMACY
1069,PHA277,PYLOTRIP KIT 30MG/500/500MG[ CASH],PHARMACY,,TABS,735,1300,INVENTORY - PHARMACY,PHARMACY
1070,PHA476,PYRIDOXINE 50MG VIT B6,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
1071,PHA608,QUADRIPOD STAND,PHARMACY,,TABS,2000,2500,INVENTORY - PHARMACY,PHARMACY
1072,PHA041,RABEPRAZOLE CAPS. 20MG,PHARMACY,,TABS,0,30,INVENTORY - PHARMACY,PHARMACY
1073,PHA514,RABEPRAZOLE IV 20MG,PHARMACY,,TABS,0,400,INVENTORY - PHARMACY,PHARMACY
1074,PHA279,RANFERON-12 SYRUP 200ML,PHARMACY,,TABS,316,425,INVENTORY - PHARMACY,PHARMACY
1075,PHA324,RANFERON TABS 0,PHARMACY,,TABS,0,15,INVENTORY - PHARMACY,PHARMACY
1076,PHA280,RANITIDINE INJ 50MG/ML,PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
1077,PHA282,RANITIDINE TABS 150MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
1078,PHA281,RANITIDINE TABS 300MG,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
1079,PHA599,RAPEPRAZOLE,PHARMACY,,TABS,200,400,INVENTORY - PHARMACY,PHARMACY
1080,LAB011,RED MICRO-VACUTAINER,LAB ITEMS,,PKT,150,0,LABORATORY EQUIPMENT,LABORATORY
1081,LAB009,RED VACUTAINERS,LAB ITEMS,,PKT,800,0,LABORATORY EQUIPMENT,LABORATORY
1082,LAB027,REFERENCE SOLUTION,LAB ITEMS,,ML,6890,0,EXPENSES,LABORATORY
1083,PHA283,RELCER GEL 180ML,PHARMACY,,TABS,195,350,INVENTORY - PHARMACY,PHARMACY
1084,PHA594,RF LATEX,PHARMACY,,TABS,0,1650,INVENTORY - PHARMACY,PHARMACY
1085,LAB005,RHEMATOID FACTOR,LAB ITEMS,,PKT,1300,0,LABORATORY EQUIPMENT,LABORATORY
1086,KITCHEN026,RHINO MATCH BOX,KITCHEN ITEMS,,PKT,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1087,5054,RIBENA 250 ML,CANTEEN & CATERING,,CARTONS,58.33,70,PREPAID SERVICE CONTRACTS,
1088,KITCHEN014,RICE,KITCHEN ITEMS,,KGS,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1089,CANTEEN060,RICE STEW,CANTEEN & CATERING,,PLATE,0,130,PREPAID SERVICE CONTRACTS,
1090,15,RICE (CANTEEN),CANTEEN & CATERING,,KGS,99.2,99.2,PREPAID SERVICE CONTRACTS,
1091,CANTEEN063,RICE BEANS,CANTEEN & CATERING,,PLATE,55,70,PREPAID SERVICE CONTRACTS,
1092,KITCHEN023,RICHA POA MAIZE FLOUR,KITCHEN ITEMS,,PKT,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1093,PHA284,RILIF MR TABS. 100/300/375MG,PHARMACY,,TABS,0,35,INVENTORY - PHARMACY,PHARMACY
1094,PHA285,RILIF PLUS 100/500MG,PHARMACY,,TABS,0,40,INVENTORY - PHARMACY,PHARMACY
1095,5074,RIPE BANANAS,CANTEEN & CATERING,,PIECES,3.33,3.33,PREPAID SERVICE CONTRACTS,
1096,PHA603,RISPERIDONE 2MG,PHARMACY,,TABS,63.01,85,INVENTORY - PHARMACY,PHARMACY
